cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
320193,AAPL,Nasdaq,Apple Inc.,operating,"APPLE INC, APPLE COMPUTER INC, APPLE COMPUTER INC/ FA",3571,Electronic Computers,Large accelerated filer,0926,942404110,(408) 996-1010,14687356000,3253431000000,CA,CA,"{'city': 'CUPERTINO', 'street1': 'ONE APPLE PARK WAY', 'street2': '', 'zipcode': '95014', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}","{'city': 'CUPERTINO', 'street1': 'ONE APPLE PARK WAY', 'street2': '', 'zipcode': '95014', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}"
