cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
1652044,"GOOG, GOOGL",Nasdaq,Alphabet Inc.,operating,,7370,"Services-Computer Programming, Data Processing, Etc.",Large accelerated filer,1231,611767919,650-253-0000,12116000000,1900000000000,DE,DE,"{'city': 'MOUNTAIN VIEW', 'street1': '1600 AMPHITHEATRE PARKWAY', 'street2': '', 'zipcode': '94043', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}","{'city': 'MOUNTAIN VIEW', 'street1': '1600 AMPHITHEATRE PARKWAY', 'street2': '', 'zipcode': '94043', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}"
