cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
1045810,NVDA,Nasdaq,NVIDIA CORP,operating,NVIDIA CORP/CA,3674,Semiconductors & Related Devices,Large accelerated filer,0131,943177549,408-486-2000,24200000000,4000000000000,DE,DE,"{'city': 'SANTA CLARA', 'street1': '2788 SAN TOMAS EXPRESSWAY', 'street2': '', 'zipcode': '95051', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}","{'city': 'SANTA CLARA', 'street1': '2788 SAN TOMAS EXPRESSWAY', 'street2': '', 'zipcode': '95051', 'state_or_country': 'CA', 'state_or_country_desc': 'CA'}"
