cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
789019,MSFT,Nasdaq,MICROSOFT CORP,operating,,7372,Services-Prepackaged Software,Large accelerated filer,0630,911144442,425-882-8080,7428434704,3100000000000,WA,WA,"{'city': 'REDMOND', 'street1': 'ONE MICROSOFT WAY', 'street2': '', 'zipcode': '98052-6399', 'state_or_country': 'WA', 'state_or_country_desc': 'WA'}","{'city': 'REDMOND', 'street1': 'ONE MICROSOFT WAY', 'street2': '', 'zipcode': '98052-6399', 'state_or_country': 'WA', 'state_or_country_desc': 'WA'}"
