cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
1018724,AMZN,Nasdaq,AMAZON COM INC,operating,,5961,Retail-Catalog & Mail-Order Houses,Large accelerated filer,1231,911646860,2062661000,10757109436,2118061430046,DE,DE,"{'city': 'SEATTLE', 'street1': '410 TERRY AVENUE NORTH', 'street2': '', 'zipcode': '98109', 'state_or_country': 'WA', 'state_or_country_desc': 'WA'}","{'city': 'SEATTLE', 'street1': '410 TERRY AVENUE NORTH', 'street2': '', 'zipcode': '98109', 'state_or_country': 'WA', 'state_or_country_desc': 'WA'}"
