concept_queried,id,cik,concept,label,value,numeric_value,unit,period_end,fiscal_period,fiscal_year,period_start,period_type,statement_type,is_audited,data_quality,confidence_score,accession,form_type,filing_date,sec_url
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607729,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,8634000000.0,8634000000,USD,2026-06-30,Q2,2026,2026-01-01,duration,CashFlowStatement,false,high,0.9,,,,
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607728,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,3937000000.0,3937000000,USD,2026-03-31,Q1,2026,2026-01-01,duration,CashFlowStatement,false,high,0.9,0001628280-26-026673,10-Q,2026-04-23,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-26-026673-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607727,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,14747000000.0,14747000000,USD,2025-12-31,FY,2025,2025-01-01,duration,CashFlowStatement,true,high,0.9,0001628280-26-003952,10-K,2026-01-29,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-26-003952-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607726,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,10934000000.0,10934000000,USD,2025-09-30,Q3,2025,2025-01-01,duration,CashFlowStatement,false,high,0.9,0001628280-25-045968,10-Q,2025-10-23,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-045968-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607724,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,4696000000.0,4696000000,USD,2025-06-30,Q2,2025,2025-01-01,duration,CashFlowStatement,false,high,0.9,0001628280-25-035806,10-Q,2025-07-24,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-035806-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607725,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,4696000000.0,4696000000,USD,2025-06-30,Q2,2026,2025-01-01,duration,CashFlowStatement,false,high,0.9,,,,
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607722,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,2156000000.0,2156000000,USD,2025-03-31,Q1,2025,2025-01-01,duration,CashFlowStatement,false,high,0.9,0001628280-25-018911,10-Q,2025-04-23,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-018911-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607723,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,2156000000.0,2156000000,USD,2025-03-31,Q1,2026,2025-01-01,duration,CashFlowStatement,false,high,0.9,0001628280-26-026673,10-Q,2026-04-23,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-26-026673-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607720,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,14923000000.0,14923000000,USD,2024-12-31,FY,2024,2024-01-01,duration,CashFlowStatement,true,high,0.9,0001628280-25-003063,10-K,2025-01-30,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-25-003063-index.html
us-gaap:NetCashProvidedByUsedInOperatingActivities,57607721,1318605,us-gaap:NetCashProvidedByUsedInOperatingActivities,Net Cash Provided by (Used in) Operating Activities,14923000000.0,14923000000,USD,2024-12-31,FY,2025,2024-01-01,duration,CashFlowStatement,true,high,0.9,0001628280-26-003952,10-K,2026-01-29,https://www.sec.gov/Archives/edgar/data/1318605/0001628280-26-003952-index.html
