cik,ticker,exchange,entity_name,entity_type,former_names,sic,sic_description,category,fiscal_year_end,ein,phone,shares_outstanding,public_float,state_of_incorporation,state_of_incorporation_description,mailing_address,business_address
1318605,TSLA,Nasdaq,"Tesla, Inc.",operating,TESLA MOTORS INC,3711,Motor Vehicles & Passenger Car Bodies,Large accelerated filer,1231,912197729,512-516-8177,3752431984,550170000000,TX,TX,"{'city': 'AUSTIN', 'street1': '1 TESLA ROAD', 'street2': '', 'zipcode': '78725', 'state_or_country': 'TX', 'state_or_country_desc': 'TX'}","{'city': 'AUSTIN', 'street1': '1 TESLA ROAD', 'street2': '', 'zipcode': '78725', 'state_or_country': 'TX', 'state_or_country_desc': 'TX'}"
